Start Day,Loop,Day,eth_price,Total_token_supply,Total_token_supply_mktv,Total_token_borrow,LTV,Liquidated
0,1,0,1598.16,1.8333333333333335,2929.9600000000005,1331.8000000000002,0.45454545454545453,False
0,1,1,1350.0,1.8334840182648406,2475.203424657535,1332.2743397260276,0.5382484229191623,False
0,1,2,2000.0,1.8336347155814106,3667.269431162821,1332.7488483949712,0.36341721638172136,False
0,1,3,1700.0,1.8337854252840613,3117.435222982904,1333.2235260670022,0.42766679359942344,False
0,1,4,1630.0,1.833936147373811,2989.315920219312,1333.6983728023138,0.4461550429586133,False
0,1,5,1200.0,1.8340868818516776,2200.904258222013,1334.17338866112,0.6061932879074547,False
0,1,6,1400.0,1.8342376287186792,2567.932680206151,1334.648573703657,0.5197365896665611,False
0,2,0,1598.16,1.8333333333333335,2929.9600000000005,1331.8000000000002,0.45454545454545453,False
0,2,0,1598.16,2.527777777777778,4039.793333333334,2441.6333333333337,0.6043956043956044,False
0,2,1,1350.0,2.527985540334856,3412.7804794520557,2442.502956164384,0.7156929579474576,False
0,2,2,2000.0,2.5281933199683086,5056.386639936617,2443.372888724114,0.483225089914157,False
0,2,3,1700.0,2.528401116679539,4298.281898355216,2444.243131122838,0.5686558464343984,False
0,2,4,1630.0,2.5286089304699515,4121.632556666021,2445.113683470909,0.5932391230548596,False
0,2,5,1200.0,2.5288167613409493,3034.580113609139,2445.984545878721,0.8060372289758468,True
0,3,0,1598.16,1.8333333333333335,2929.9600000000005,1331.8000000000002,0.45454545454545453,False
0,3,0,1598.16,2.527777777777778,4039.793333333334,2441.6333333333337,0.6043956043956044,False
0,3,0,1598.16,3.106481481481482,4964.654444444445,3366.494444444445,0.6780923994038748,False
0,3,1,1350.0,3.1067368087265352,4194.094691780822,3367.6934698630143,0.802960762059734,True
0,4,0,1598.16,1.8333333333333335,2929.9600000000005,1331.8000000000002,0.45454545454545453,False
0,4,0,1598.16,2.527777777777778,4039.793333333334,2441.6333333333337,0.6043956043956044,False
0,4,0,1598.16,3.106481481481482,4964.654444444445,3366.494444444445,0.6780923994038748,False
0,4,0,1598.16,3.588734567901235,5735.372037037038,4137.212037037038,0.7213502472586539,False
0,4,1,1350.0,3.5890295323862684,4845.1898687214625,4138.685564611873,0.8541843925105003,True
0,5,0,1598.16,1.8333333333333335,2929.9600000000005,1331.8000000000002,0.45454545454545453,False
0,5,0,1598.16,2.527777777777778,4039.793333333334,2441.6333333333337,0.6043956043956044,False
0,5,0,1598.16,3.106481481481482,4964.654444444445,3366.494444444445,0.6780923994038748,False
0,5,0,1598.16,3.588734567901235,5735.372037037038,4137.212037037038,0.7213502472586539,False
0,5,0,1598.16,3.9906121399176966,6377.6366975308665,4779.476697530866,0.7494118784441365,False
0,5,1,1350.0,3.9909401354360465,5387.769182838663,4781.178976902589,0.8874134757167754,True
1,1,0,1350.0,1.8333333333333335,2475.0,1125.0,0.45454545454545453,False
1,1,1,2000.0,1.8334840182648406,3666.9680365296813,1125.400684931507,0.3069022346855675,False
1,1,2,1700.0,1.8336347155814106,3117.179016488398,1125.8015125727154,0.3611603653873453,False
1,1,3,1630.0,1.8337854252840613,2989.0702432130197,1126.2024829744537,0.3767735085957274,False
1,1,4,1200.0,1.833936147373811,2200.723376848573,1126.603596187568,0.5119242191178338,False
1,1,5,1400.0,1.8340868818516776,2567.7216345923484,1127.0048522629224,0.4389123949730033,False
1,2,0,1350.0,1.8333333333333335,2475.0,1125.0,0.45454545454545453,False
1,2,0,1350.0,2.5277777777777777,3412.5,2062.5,0.6043956043956044,False
1,2,1,2000.0,2.5279855403348557,5055.971080669711,2063.234589041096,0.40807879557091953,False
1,2,2,1700.0,2.528193319968308,4297.928643946124,2063.969439716645,0.4802242221084482,False
1,2,3,1630.0,2.5284011166795386,4121.293820187648,2064.704552119832,0.5009845553855278,False
1,2,4,1200.0,2.528608930469951,3034.330716563941,2065.4399263438745,0.6806904452006362,False
1,2,5,1400.0,2.528816761340949,3540.3434658773285,2066.1755624820244,0.5836087889201472,False
1,3,0,1350.0,1.8333333333333335,2475.0,1125.0,0.45454545454545453,False
1,3,0,1350.0,2.5277777777777777,3412.5,2062.5,0.6043956043956044,False
1,3,0,1350.0,3.1064814814814814,4193.75,2843.75,0.6780923994038748,False
1,3,1,2000.0,3.106736808726535,6213.47361745307,2844.7628424657537,0.45783775994076475,False
1,3,2,1700.0,3.1069921569573893,5281.886666827561,2845.7760456699198,0.5387802172171875,False
1,3,3,1630.0,3.1072475261757697,5064.813467666505,2846.7896097409803,0.5620719554460852,False
1,3,4,1200.0,3.107502916383401,3729.003499660081,2847.8035348074636,0.7636902285200473,False
1,3,5,1400.0,3.107758327582008,4350.861658614812,2848.8178209979433,0.6547709498777592,False
1,4,0,1350.0,1.8333333333333335,2475.0,1125.0,0.45454545454545453,False
1,4,0,1350.0,2.5277777777777777,3412.5,2062.5,0.6043956043956044,False
1,4,0,1350.0,3.1064814814814814,4193.75,2843.75,0.6780923994038748,False
1,4,0,1350.0,3.5887345679012346,4844.791666666667,3494.791666666667,0.721350247258654,False
1,4,1,2000.0,3.589029532386268,7178.059064772536,3496.0363869863017,0.48704480632426883,False
1,4,2,1700.0,3.589324521114958,6101.851685895428,3497.281550630982,0.5731508615188123,False
1,4,3,1630.0,3.5896195340892962,5851.079840565553,3498.527157758604,0.5979284598892849,False
1,4,4,1200.0,3.589914571311277,4307.897485573532,3499.773208527121,0.8124086564843542,True
1,5,0,1350.0,1.8333333333333335,2475.0,1125.0,0.45454545454545453,False
1,5,0,1350.0,2.5277777777777777,3412.5,2062.5,0.6043956043956044,False
1,5,0,1350.0,3.1064814814814814,4193.75,2843.75,0.6780923994038748,False
1,5,0,1350.0,3.5887345679012346,4844.791666666667,3494.791666666667,0.721350247258654,False
1,5,0,1350.0,3.9906121399176953,5387.326388888889,4037.326388888889,0.7494118784441366,False
1,5,1,2000.0,3.990940135436045,7981.8802708720905,4038.764340753425,0.5059915964277117,False
1,5,2,1700.0,3.991268157912931,6785.155868451982,4040.2028047652007,0.5954473092579027,False
1,5,3,1630.0,3.991596207350568,6506.301817981426,4041.641781106624,0.6211887942143667,False
1,5,4,1200.0,3.991924283751173,4790.3091405014075,4043.081269960169,0.8440125994743158,True
2,1,0,2000.0,1.8333333333333335,3666.666666666667,1666.6666666666667,0.45454545454545453,False
2,1,1,1700.0,1.8334840182648406,3116.922831050229,1667.2602739726028,0.5349058556611198,False
2,1,2,1630.0,1.8336347155814106,2988.824586397699,1667.8540927003191,0.5580301033024194,False
2,1,3,1200.0,1.8337854252840613,2200.5425103408734,1668.4481229251166,0.758198541988933,False
2,1,4,1400.0,1.833936147373811,2567.510606323335,1669.0423647223229,0.6500625004670905,False
2,2,0,2000.0,1.8333333333333335,3666.666666666667,1666.6666666666667,0.45454545454545453,False
2,2,0,2000.0,2.527777777777778,5055.555555555557,3055.555555555556,0.6043956043956044,False
2,2,1,1700.0,2.527985540334856,4297.575418569256,3056.643835616439,0.711248445439511,False
2,2,2,1630.0,2.5281933199683086,4120.955111548343,3057.732503283919,0.7419960714240963,False
2,2,3,1200.0,2.528401116679539,3034.081340015447,3058.8215586960478,1.0081541052819878,True
2,3,0,2000.0,1.8333333333333335,3666.666666666667,1666.6666666666667,0.45454545454545453,False
2,3,0,2000.0,2.527777777777778,5055.555555555557,3055.555555555556,0.6043956043956044,False
2,3,0,2000.0,3.1064814814814823,6212.962962962964,4212.962962962964,0.6780923994038749,False
2,3,1,1700.0,3.1067368087265357,5281.452574835111,4214.463470319636,0.7979743092649494,False
2,3,2,1630.0,3.10699215695739,5064.397215840546,4215.964512103586,0.8324711377134456,True
2,4,0,2000.0,1.8333333333333335,3666.666666666667,1666.6666666666667,0.45454545454545453,False
2,4,0,2000.0,2.527777777777778,5055.555555555557,3055.555555555556,0.6043956043956044,False
2,4,0,2000.0,3.1064814814814823,6212.962962962964,4212.962962962964,0.6780923994038749,False
2,4,0,2000.0,3.588734567901235,7177.46913580247,5177.46913580247,0.721350247258654,False
2,4,1,1700.0,3.5890295323862684,6101.350205056657,5179.313165905633,0.8488798367307516,True
2,5,0,2000.0,1.8333333333333335,3666.666666666667,1666.6666666666667,0.45454545454545453,False
2,5,0,2000.0,2.527777777777778,5055.555555555557,3055.555555555556,0.6043956043956044,False
2,5,0,2000.0,3.1064814814814823,6212.962962962964,4212.962962962964,0.6780923994038749,False
2,5,0,2000.0,3.588734567901235,7177.46913580247,5177.46913580247,0.721350247258654,False
2,5,0,2000.0,3.9906121399176957,7981.224279835392,5981.224279835392,0.7494118784441365,False
2,5,1,1700.0,3.9909401354360456,6784.598230241278,5983.354578893964,0.8819025645798897,True
3,1,0,1700.0,1.8333333333333335,3116.666666666667,1416.6666666666667,0.45454545454545453,False
3,1,1,1630.0,1.8334840182648406,2988.57894977169,1417.1712328767123,0.4741956818590909,False
3,1,2,1200.0,1.8336347155814106,2200.3616586976927,1417.6759787952712,0.6442922567712518,False
3,1,3,1400.0,1.8337854252840613,2567.2995953976856,1418.1809044863492,0.5524017948776512,False
3,2,0,1700.0,1.8333333333333335,3116.666666666667,1416.6666666666667,0.45454545454545453,False
3,2,0,1700.0,2.527777777777778,4297.222222222223,2597.2222222222226,0.6043956043956045,False
3,2,1,1630.0,2.527985540334856,4120.616430745816,2598.147260273973,0.6305239286258242,False
3,2,2,1200.0,2.5281933199683086,3033.8319839619703,2599.0726277913313,0.8566962974650713,True
3,3,0,1700.0,1.8333333333333335,3116.666666666667,1416.6666666666667,0.45454545454545453,False
3,3,0,1700.0,2.527777777777778,4297.222222222223,2597.2222222222226,0.6043956043956045,False
3,3,0,1700.0,3.106481481481482,5281.018518518519,3581.018518518519,0.6780923994038749,False
3,3,1,1630.0,3.1067368087265352,5063.980998224252,3582.29394977169,0.7074066729373325,False
3,3,2,1200.0,3.1069921569573897,3728.390588348868,3583.569835288047,0.9611573010849823,True
3,4,0,1700.0,1.8333333333333335,3116.666666666667,1416.6666666666667,0.45454545454545453,False
3,4,0,1700.0,2.527777777777778,4297.222222222223,2597.2222222222226,0.6043956043956045,False
3,4,0,1700.0,3.106481481481482,5281.018518518519,3581.018518518519,0.6780923994038749,False
3,4,0,1700.0,3.588734567901235,6100.8487654321,4400.8487654321,0.721350247258654,False
3,4,1,1630.0,3.5890295323862684,5850.118137789617,4402.416191019788,0.752534579187691,False
3,4,2,1200.0,3.5893245211149583,4307.18942533795,4403.984174868645,1.0224728332033135,True
3,5,0,1700.0,1.8333333333333335,3116.666666666667,1416.6666666666667,0.45454545454545453,False
3,5,0,1700.0,2.527777777777778,4297.222222222223,2597.2222222222226,0.6043956043956045,False
3,5,0,1700.0,3.106481481481482,5281.018518518519,3581.018518518519,0.6780923994038749,False
3,5,0,1700.0,3.588734567901235,6100.8487654321,4400.8487654321,0.721350247258654,False
3,5,0,1700.0,3.990612139917696,6784.040637860084,5084.040637860084,0.7494118784441366,False
3,5,1,1630.0,3.990940135436046,6505.232420760755,5085.85139205987,0.781809328722663,False
3,5,2,1200.0,3.991268157912932,4789.5217894955185,5087.6627911858095,1.0622485949107028,True
4,1,0,1630.0,1.8333333333333335,2988.3333333333335,1358.3333333333335,0.4545454545454546,False
4,1,1,1200.0,1.8334840182648406,2200.1808219178088,1358.8171232876714,0.6175933858487347,False
4,1,2,1400.0,1.8336347155814106,2567.088601813975,1359.3010855507603,0.5295107790943565,False
4,2,0,1630.0,1.8333333333333335,2988.3333333333335,1358.3333333333335,0.4545454545454546,False
4,2,0,1630.0,2.5277777777777777,4120.277777777777,2490.277777777778,0.6043956043956045,False
4,2,1,1200.0,2.5279855403348557,3033.5826484018266,2491.1647260273976,0.8211956009637023,True
4,3,0,1630.0,1.8333333333333335,2988.3333333333335,1358.3333333333335,0.4545454545454546,False
4,3,0,1630.0,2.5277777777777777,4120.277777777777,2490.277777777778,0.6043956043956045,False
4,3,0,1630.0,3.1064814814814814,5063.564814814815,3433.564814814815,0.6780923994038748,False
4,3,1,1200.0,3.106736808726535,3728.084170471842,3434.787728310502,0.9213278379054894,True
4,4,0,1630.0,1.8333333333333335,2988.3333333333335,1358.3333333333335,0.4545454545454546,False
4,4,0,1630.0,2.5277777777777777,4120.277777777777,2490.277777777778,0.6043956043956045,False
4,4,0,1630.0,3.1064814814814814,5063.564814814815,3433.564814814815,0.6780923994038748,False
4,4,0,1630.0,3.5887345679012346,5849.6373456790125,4219.6373456790125,0.721350247258654,False
4,4,1,1200.0,3.589029532386268,4306.835438863522,4221.14023021309,0.980102511492047,True
4,5,0,1630.0,1.8333333333333335,2988.3333333333335,1358.3333333333335,0.4545454545454546,False
4,5,0,1630.0,2.5277777777777777,4120.277777777777,2490.277777777778,0.6043956043956045,False
4,5,0,1630.0,3.1064814814814814,5063.564814814815,3433.564814814815,0.6780923994038748,False
4,5,0,1630.0,3.5887345679012346,5849.6373456790125,4219.6373456790125,0.721350247258654,False
4,5,0,1630.0,3.9906121399176957,6504.697788065844,4874.697788065844,0.7494118784441365,False
4,5,1,1200.0,3.9909401354360456,4789.128162523255,4876.43398179858,1.0182300026878641,True
5,1,0,1200.0,1.8333333333333335,2200.0,1000.0,0.45454545454545453,False
5,1,1,1400.0,1.8334840182648406,2566.877625570777,1000.3561643835617,0.3897171234102444,False
5,2,0,1200.0,1.8333333333333335,2200.0,1000.0,0.45454545454545453,False
5,2,0,1200.0,2.527777777777778,3033.333333333334,1833.3333333333335,0.6043956043956044,False
5,2,1,1400.0,2.527985540334856,3539.1797564687986,1833.9863013698632,0.5181952959630723,False
5,3,0,1200.0,1.8333333333333335,2200.0,1000.0,0.45454545454545453,False
5,3,0,1200.0,2.527777777777778,3033.333333333334,1833.3333333333335,0.6043956043956044,False
5,3,0,1200.0,3.1064814814814823,3727.7777777777787,2527.7777777777783,0.6780923994038748,False
5,3,1,1400.0,3.1067368087265357,4349.43153221715,2528.6780821917814,0.5813812824644632,False
5,4,0,1200.0,1.8333333333333335,2200.0,1000.0,0.45454545454545453,False
5,4,0,1200.0,2.527777777777778,3033.333333333334,1833.3333333333335,0.6043956043956044,False
5,4,0,1200.0,3.1064814814814823,3727.7777777777787,2527.7777777777783,0.6780923994038748,False
5,4,0,1200.0,3.5887345679012355,4306.481481481483,3106.481481481482,0.721350247258654,False
5,4,1,1400.0,3.589029532386269,5024.641345340777,3107.58789954338,0.6184695953324048,False
5,5,0,1200.0,1.8333333333333335,2200.0,1000.0,0.45454545454545453,False
5,5,0,1200.0,2.527777777777778,3033.333333333334,1833.3333333333335,0.6043956043956044,False
5,5,0,1200.0,3.1064814814814823,3727.7777777777787,2527.7777777777783,0.6780923994038748,False
5,5,0,1200.0,3.5887345679012355,4306.481481481483,3106.481481481482,0.721350247258654,False
5,5,0,1200.0,3.9906121399176966,4788.734567901236,3588.7345679012356,0.7494118784441365,False
5,5,1,1400.0,3.9909401354360465,5587.316189610465,3590.0127473363787,0.6425290113367768,False
6,1,0,1400.0,1.8333333333333335,2566.666666666667,1166.6666666666667,0.45454545454545453,False
6,2,0,1400.0,1.8333333333333335,2566.666666666667,1166.6666666666667,0.45454545454545453,False
6,2,0,1400.0,2.527777777777778,3538.8888888888896,2138.888888888889,0.6043956043956044,False
6,3,0,1400.0,1.8333333333333335,2566.666666666667,1166.6666666666667,0.45454545454545453,False
6,3,0,1400.0,2.527777777777778,3538.8888888888896,2138.888888888889,0.6043956043956044,False
6,3,0,1400.0,3.1064814814814823,4349.074074074075,2949.074074074075,0.6780923994038749,False
6,4,0,1400.0,1.8333333333333335,2566.666666666667,1166.6666666666667,0.45454545454545453,False
6,4,0,1400.0,2.527777777777778,3538.8888888888896,2138.888888888889,0.6043956043956044,False
6,4,0,1400.0,3.1064814814814823,4349.074074074075,2949.074074074075,0.6780923994038749,False
6,4,0,1400.0,3.5887345679012355,5024.228395061729,3624.2283950617293,0.7213502472586542,False
6,5,0,1400.0,1.8333333333333335,2566.666666666667,1166.6666666666667,0.45454545454545453,False
6,5,0,1400.0,2.527777777777778,3538.8888888888896,2138.888888888889,0.6043956043956044,False
6,5,0,1400.0,3.1064814814814823,4349.074074074075,2949.074074074075,0.6780923994038749,False
6,5,0,1400.0,3.5887345679012355,5024.228395061729,3624.2283950617293,0.7213502472586542,False
6,5,0,1400.0,3.9906121399176966,5586.856995884776,4186.856995884775,0.7494118784441365,False
